order,id,date,time,url,visitCount,typedCount,transition
986,2475,8/4/2023,23:44:52,http://shop179777.horoshop.ua/edit/data.php?handler=394,11,0,link
987,2444,8/4/2023,23:42:58,http://shop179777.horoshop.ua/,44,0,reload
988,2474,8/4/2023,23:42:54,http://shop179777.horoshop.ua/edit/utils/site_settings.php#%D0%86%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D1%96%D1%8F%20%D0%BF%D1%80%D0%BE%20%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD,2,0,form_submit
989,2474,8/4/2023,23:42:33,http://shop179777.horoshop.ua/edit/utils/site_settings.php#%D0%86%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D1%96%D1%8F%20%D0%BF%D1%80%D0%BE%20%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD,2,0,link
990,2444,8/4/2023,23:41:06,http://shop179777.horoshop.ua/,44,0,reload
991,2445,8/4/2023,23:40:59,http://shop179777.horoshop.ua/edit/utils/site_settings.php#%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF%D0%B8,18,0,form_submit
992,2445,8/4/2023,23:37:14,http://shop179777.horoshop.ua/edit/utils/site_settings.php#%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF%D0%B8,18,0,link
993,2469,8/4/2023,23:37:09,http://shop179777.horoshop.ua/edit/utils/site_settings.php,9,0,link
994,2473,8/4/2023,23:36:54,http://shop179777.horoshop.ua/edit/data.php?handler=293,2,0,link
995,2472,8/4/2023,23:36:49,http://shop179777.horoshop.ua/edit/data.php?handler=346,2,0,link
996,2471,8/4/2023,23:36:37,http://shop179777.horoshop.ua/edit/data.php?handler=207,2,0,link
997,2470,8/4/2023,23:36:24,http://shop179777.horoshop.ua/edit/data.php?handler=351,2,0,link
998,2445,8/4/2023,23:36:13,http://shop179777.horoshop.ua/edit/utils/site_settings.php#%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF%D0%B8,18,0,form_submit
999,2445,8/4/2023,23:35:43,http://shop179777.horoshop.ua/edit/utils/site_settings.php#%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF%D0%B8,18,0,link
1000,2469,8/4/2023,23:35:39,http://shop179777.horoshop.ua/edit/utils/site_settings.php,9,0,link
1001,2443,8/4/2023,23:35:32,http://shop179777.horoshop.ua/edit/utils/design.php,4,0,link
1002,2468,8/4/2023,23:35:05,http://shop179777.horoshop.ua/edit/utils/site_settings.php#,2,0,link
1003,2468,8/4/2023,23:35:04,http://shop179777.horoshop.ua/edit/utils/site_settings.php#,2,0,link
1004,2444,8/4/2023,23:32:57,http://shop179777.horoshop.ua/,44,0,reload
1005,2445,8/4/2023,23:32:53,http://shop179777.horoshop.ua/edit/utils/site_settings.php#%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF%D0%B8,18,0,form_submit
1006,2444,8/4/2023,23:12:35,http://shop179777.horoshop.ua/,44,0,reload
1007,2445,8/4/2023,23:12:29,http://shop179777.horoshop.ua/edit/utils/site_settings.php#%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF%D0%B8,18,0,form_submit
1008,2444,8/4/2023,23:08:15,http://shop179777.horoshop.ua/,44,0,link
1009,2444,8/4/2023,23:08:15,http://shop179777.horoshop.ua/,44,0,link
1010,2467,8/4/2023,23:07:56,https://horoshop.ua/design/157/#desktop,1,0,link
1011,2444,8/4/2023,23:00:31,http://shop179777.horoshop.ua/,44,0,link
1012,2444,8/4/2023,23:00:31,http://shop179777.horoshop.ua/,44,0,link
1013,2465,8/4/2023,23:00:21,http://shop179777.horoshop.ua/monoblocks/,2,0,link
1014,2465,8/4/2023,23:00:21,http://shop179777.horoshop.ua/monoblocks/,2,0,link
1015,2444,8/4/2023,22:58:11,http://shop179777.horoshop.ua/,44,0,link
1016,2444,8/4/2023,22:58:11,http://shop179777.horoshop.ua/,44,0,link
1017,2464,8/4/2023,22:57:18,http://shop179777.horoshop.ua/women-long-shirt/,5,0,link
1018,2464,8/4/2023,22:57:17,http://shop179777.horoshop.ua/women-long-shirt/,5,0,link
1019,2463,8/4/2023,22:57:12,http://shop179777.horoshop.ua/womens-fashion/,2,0,link
1020,2463,8/4/2023,22:57:12,http://shop179777.horoshop.ua/womens-fashion/,2,0,link
1021,2444,8/4/2023,22:56:24,http://shop179777.horoshop.ua/,44,0,link
1022,2444,8/4/2023,22:56:24,http://shop179777.horoshop.ua/,44,0,link
1023,2447,8/4/2023,22:51:54,https://horoshop.ua/design/168/#desktop,2,0,link
1024,2456,8/4/2023,22:51:04,https://horoshop.ua/design/82/#desktop,2,0,link
1025,2461,8/4/2023,22:50:05,https://horoshop.ua/design/61/#desktop,1,0,link
1026,2459,8/4/2023,22:48:21,https://design64.horoshop.ua/stainless-steel-case-with-black-sport-band-74/,2,0,link
1027,2459,8/4/2023,22:48:21,https://design64.horoshop.ua/stainless-steel-case-with-black-sport-band-74/,2,0,link
1028,2458,8/4/2023,22:47:42,https://horoshop.ua/design/64/#desktop,1,0,link
1029,2456,8/4/2023,22:46:41,https://horoshop.ua/design/82/#desktop,2,0,link
1030,2454,8/4/2023,22:45:53,https://horoshop.ua/design/138/#desktop,1,0,link
1031,2452,8/4/2023,22:45:46,https://templates.horoshop.ua/design/31363631323433323630/preview/1-63048f77c5189.jpg,1,0,link
1032,2444,8/4/2023,22:42:22,http://shop179777.horoshop.ua/,44,0,link
1033,2444,8/4/2023,22:42:21,http://shop179777.horoshop.ua/,44,0,link
1034,2451,8/4/2023,22:42:11,http://shop179777.horoshop.ua/gentle-skin-cleanser/,4,0,link
1035,2451,8/4/2023,22:42:11,http://shop179777.horoshop.ua/gentle-skin-cleanser/,4,0,link
1036,2450,8/4/2023,22:41:22,https://horoshop.ua/design/94/#desktop,1,0,link
1037,2448,8/4/2023,22:33:56,https://www.youtube.com/watch?v=tiyKAnPb82A,2,0,link
1038,2447,8/4/2023,22:28:42,https://horoshop.ua/design/168/#desktop,2,0,link
1039,2444,8/4/2023,22:22:47,http://shop179777.horoshop.ua/,44,0,reload
1040,2445,8/4/2023,22:22:34,http://shop179777.horoshop.ua/edit/utils/site_settings.php#%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF%D0%B8,18,0,form_submit
1041,2445,8/4/2023,22:04:03,http://shop179777.horoshop.ua/edit/utils/site_settings.php#%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF%D0%B8,18,0,form_submit
1042,2444,8/4/2023,21:58:05,http://shop179777.horoshop.ua/,44,0,reload
1043,2445,8/4/2023,21:57:58,http://shop179777.horoshop.ua/edit/utils/site_settings.php#%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF%D0%B8,18,0,form_submit
1044,2445,8/4/2023,21:56:19,http://shop179777.horoshop.ua/edit/utils/site_settings.php#%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF%D0%B8,18,0,link
1045,2444,8/4/2023,21:55:58,http://shop179777.horoshop.ua/,44,0,link
1046,2444,8/4/2023,21:55:57,http://shop179777.horoshop.ua/,44,0,link
1047,2443,8/4/2023,21:55:06,http://shop179777.horoshop.ua/edit/utils/design.php,4,0,link
1048,2441,8/4/2023,21:54:44,http://shop179777.horoshop.ua/edit/extensions/dashboard.php,3,0,form_submit
1049,2441,8/4/2023,21:54:20,http://shop179777.horoshop.ua/edit/extensions/dashboard.php,3,0,link
1050,2442,8/4/2023,21:54:20,http://shop179777.horoshop.ua/edit/login.php,1,0,link
1051,2435,8/4/2023,21:54:08,https://www.google.com/search?q=%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%BE%D0%BF+%D0%B2%D1%85%D0%BE%D0%B4&oq=%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%BE%D0%BF+&gs_lcrp=EgZjaHJvbWUqCQgBEAAYExiABDIGCAAQRRg5MgkIARAAGBMYgAQyCQgCEAAYExiABDIJCAMQABgTGIAEMgkIBBAAGBMYgAQyCQgFEAAYExiABDIJCAYQABgTGIAEMgkIBxAAGBMYgAQyCQgIEAAYExiABDIJCAkQABgTGIAE0gEIMzEwMWowajSoAgCwAgA&sourceid=chrome&ie=UTF-8,3,0,generated
1052,2437,8/4/2023,21:54:05,https://horoshop.ua/ua/functions/account/#catalog,2,0,link
1053,2438,8/4/2023,21:54:05,https://horoshop.ua/ua/functions/account/#product-page,2,0,link
1054,2440,8/4/2023,21:54:04,https://horoshop.ua/ua/functions/account/#discounts,1,0,link
1055,2439,8/4/2023,21:54:03,https://horoshop.ua/ua/functions/account/#homepage,1,0,link
1056,2438,8/4/2023,21:54:03,https://horoshop.ua/ua/functions/account/#product-page,2,0,link
1057,2437,8/4/2023,21:54:02,https://horoshop.ua/ua/functions/account/#catalog,2,0,link
1058,2436,8/4/2023,21:54:00,https://horoshop.ua/ua/functions/account/,1,0,link
1059,2435,8/4/2023,21:53:56,https://www.google.com/search?q=%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%BE%D0%BF+%D0%B2%D1%85%D0%BE%D0%B4&oq=%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%BE%D0%BF+&gs_lcrp=EgZjaHJvbWUqCQgBEAAYExiABDIGCAAQRRg5MgkIARAAGBMYgAQyCQgCEAAYExiABDIJCAMQABgTGIAEMgkIBBAAGBMYgAQyCQgFEAAYExiABDIJCAYQABgTGIAEMgkIBxAAGBMYgAQyCQgIEAAYExiABDIJCAkQABgTGIAE0gEIMzEwMWowajSoAgCwAgA&sourceid=chrome&ie=UTF-8,3,0,link
1060,2435,8/4/2023,21:53:55,https://www.google.com/search?q=%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%BE%D0%BF+%D0%B2%D1%85%D0%BE%D0%B4&oq=%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%BE%D0%BF+&gs_lcrp=EgZjaHJvbWUqCQgBEAAYExiABDIGCAAQRRg5MgkIARAAGBMYgAQyCQgCEAAYExiABDIJCAMQABgTGIAEMgkIBBAAGBMYgAQyCQgFEAAYExiABDIJCAYQABgTGIAEMgkIBxAAGBMYgAQyCQgIEAAYExiABDIJCAkQABgTGIAE0gEIMzEwMWowajSoAgCwAgA&sourceid=chrome&ie=UTF-8,3,0,generated
1061,2434,8/4/2023,21:53:28,https://horoshop.ua/ua/,1,0,link
1062,2433,8/4/2023,21:47:13,https://mbox3.i.ua/#read/INBOX/6423f342a148?p=1&rand=1174826558,1,0,link
1063,2432,8/4/2023,21:47:06,https://mbox3.i.ua/#INBOX?p=1,1,0,link
1064,2431,8/4/2023,21:46:43,https://mbox3.i.ua/#INBOX?_rand=1691174798,1,0,form_submit
1065,2430,8/4/2023,21:46:34,https://mail.i.ua/?_url=/&_rand=1729150204#read/INBOX/6423f342a148?p=1&rand=1174641538,1,0,form_submit
1066,2429,8/4/2023,21:46:22,https://passport.i.ua/login/,1,0,form_submit
1067,2428,8/4/2023,21:45:13,https://mail.i.ua/?_url=/&_rand=1691174714#read/INBOX/6423f342a148?p=1&rand=1174641538,1,0,link
1068,2363,7/30/2023,21:13:13,https://app.diagrams.net/,11,2,auto_bookmark
1069,2426,7/30/2023,20:38:26,https://www.google.com/search?q=glovo+courier+icon&tbm=isch&ved=2ahUKEwiQlvWx_LaAAxXEs4sKHXNgDegQ2-cCegQIABAA&oq=glovo+courier+icon&gs_lcp=CgNpbWcQAzoHCAAQigUQQzoFCAAQgAQ6BggAEAcQHlDZB1jkDWDsDmgAcAB4AIABWYgBuwSSAQE3mAEAoAEBqgELZ3dzLXdpei1pbWfAAQE&sclient=img&ei=9J_GZJDMMcTnrgTzwLXADg&bih=980&biw=1848#imgrc=UL9JJEwa832n_M,1,0,link
1070,2425,7/30/2023,20:38:17,https://www.google.com/search?q=glovo+courier+icon&tbm=isch&ved=2ahUKEwiQlvWx_LaAAxXEs4sKHXNgDegQ2-cCegQIABAA&oq=glovo+courier+icon&gs_lcp=CgNpbWcQAzoHCAAQigUQQzoFCAAQgAQ6BggAEAcQHlDZB1jkDWDsDmgAcAB4AIABWYgBuwSSAQE3mAEAoAEBqgELZ3dzLXdpei1pbWfAAQE&sclient=img&ei=9J_GZJDMMcTnrgTzwLXADg&bih=980&biw=1848,2,0,link
1071,2425,7/30/2023,20:38:16,https://www.google.com/search?q=glovo+courier+icon&tbm=isch&ved=2ahUKEwiQlvWx_LaAAxXEs4sKHXNgDegQ2-cCegQIABAA&oq=glovo+courier+icon&gs_lcp=CgNpbWcQAzoHCAAQigUQQzoFCAAQgAQ6BggAEAcQHlDZB1jkDWDsDmgAcAB4AIABWYgBuwSSAQE3mAEAoAEBqgELZ3dzLXdpei1pbWfAAQE&sclient=img&ei=9J_GZJDMMcTnrgTzwLXADg&bih=980&biw=1848,2,0,link
1072,2424,7/30/2023,20:37:57,https://www.google.com/search?q=courier+icon&tbm=isch&ved=2ahUKEwjIneyL_LaAAxXeIBAIHaZ4C7gQ2-cCegQIABAA&oq=courier+icon&gs_lcp=CgNpbWcQAzIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQBxAeMgYIABAHEB4yBggAEAcQHjIGCAAQBxAeOgcIABCKBRBDUMoFWOIOYNkRaABwAHgAgAHMAYgBpwaSAQU3LjAuMZgBAKABAaoBC2d3cy13aXotaW1nwAEB&sclient=img&ei=pJ_GZMi7O97BwPAPpvGtwAs&bih=980&biw=1848,2,0,link
1073,2424,7/30/2023,20:37:56,https://www.google.com/search?q=courier+icon&tbm=isch&ved=2ahUKEwjIneyL_LaAAxXeIBAIHaZ4C7gQ2-cCegQIABAA&oq=courier+icon&gs_lcp=CgNpbWcQAzIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQBxAeMgYIABAHEB4yBggAEAcQHjIGCAAQBxAeOgcIABCKBRBDUMoFWOIOYNkRaABwAHgAgAHMAYgBpwaSAQU3LjAuMZgBAKABAaoBC2d3cy13aXotaW1nwAEB&sclient=img&ei=pJ_GZMi7O97BwPAPpvGtwAs&bih=980&biw=1848,2,0,link
1074,2423,7/30/2023,20:36:53,https://www.google.com/search?q=restaurant+icon&tbm=isch&source=lnms&sa=X&sqi=2&ved=2ahUKEwin3ICK_LaAAxWkFBAIHf3TAjcQ0pQJegQIDBAB&biw=1848&bih=980&dpr=1#imgrc=aQtnMhmLwWjX2M,1,0,link
1075,2422,7/30/2023,20:36:38,https://www.google.com/search?q=restaurant+icon&tbm=isch&source=lnms&sa=X&sqi=2&ved=2ahUKEwin3ICK_LaAAxWkFBAIHf3TAjcQ0pQJegQIDBAB&biw=1848&bih=980&dpr=1,2,0,link
1076,2422,7/30/2023,20:36:37,https://www.google.com/search?q=restaurant+icon&tbm=isch&source=lnms&sa=X&sqi=2&ved=2ahUKEwin3ICK_LaAAxWkFBAIHf3TAjcQ0pQJegQIDBAB&biw=1848&bih=980&dpr=1,2,0,link
1077,2421,7/30/2023,20:36:34,https://www.google.com/search?q=restaurant+icon&oq=restaurant+icon&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCDI2NzlqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,2,0,link
1078,2421,7/30/2023,20:36:33,https://www.google.com/search?q=restaurant+icon&oq=restaurant+icon&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCDI2NzlqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,2,0,generated
1079,2363,7/30/2023,20:09:05,https://app.diagrams.net/,11,2,auto_bookmark
1080,2363,7/30/2023,19:41:33,https://app.diagrams.net/,11,2,auto_bookmark
1081,2363,7/30/2023,19:37:04,https://app.diagrams.net/,11,2,auto_bookmark
1082,2363,7/30/2023,19:36:25,https://app.diagrams.net/,11,2,auto_bookmark
1083,2356,7/30/2023,13:19:45,https://drive.google.com/drive/folders/1lOjTbJc_tdk4kk7O1171iFVmu885AMjo,14,0,link
1084,2356,7/30/2023,13:19:45,https://drive.google.com/drive/folders/1lOjTbJc_tdk4kk7O1171iFVmu885AMjo,14,0,reload
1085,2420,7/30/2023,13:19:45,https://drive.google.com/drive/folders/1lOjTbJc_tdk4kk7O1171iFVmu885AMjo?pli=1,1,0,reload
1086,2363,7/30/2023,13:19:43,https://app.diagrams.net/,11,2,reload
1087,2363,7/30/2023,13:19:40,https://app.diagrams.net/,11,2,reload
1088,2363,7/30/2023,1:58:10,https://app.diagrams.net/,11,2,auto_bookmark
1089,2363,7/30/2023,1:31:38,https://app.diagrams.net/,11,2,link
1090,2416,7/30/2023,1:31:37,https://www.google.com/search?q=drawio&oq=drawio&gs_lcrp=EgZjaHJvbWUqBggAEEUYOzIGCAAQRRg7MgkIARAAGAoYgAQyBwgCEAAYgAQyBwgDEAAYgAQyBwgEEAAYgAQyBwgFEAAYgAQyBwgGEAAYgAQyBwgHEAAYgAQyBwgIEAAYgAQyBwgJEAAYgATSAQgyNTgzajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,2,0,link
1091,2416,7/30/2023,1:31:37,https://www.google.com/search?q=drawio&oq=drawio&gs_lcrp=EgZjaHJvbWUqBggAEEUYOzIGCAAQRRg7MgkIARAAGAoYgAQyBwgCEAAYgAQyBwgDEAAYgAQyBwgEEAAYgAQyBwgFEAAYgAQyBwgGEAAYgAQyBwgHEAAYgAQyBwgIEAAYgAQyBwgJEAAYgATSAQgyNTgzajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,2,0,generated
1092,2363,7/30/2023,1:08:42,https://app.diagrams.net/,11,2,typed
1093,2363,7/29/2023,16:56:23,https://app.diagrams.net/,11,2,auto_bookmark
1094,2402,7/29/2023,14:48:39,https://www.linkedin.com/in/denys-herasymuk-a26427159/,11,1,link
1095,2415,7/29/2023,14:48:31,https://www.linkedin.com/in/denys-herasymuk-a26427159/overlay/1635534650924/single-media-viewer/?profileId=ACoAACX41v4BtQrh8andWWzfx8bUo9v5sCUtbYI,1,0,link
1096,2402,7/29/2023,14:48:28,https://www.linkedin.com/in/denys-herasymuk-a26427159/,11,1,link
1097,2405,7/29/2023,14:48:23,https://www.linkedin.com/in/denys-herasymuk-a26427159/details/featured/,4,0,link
1098,2407,7/29/2023,14:48:05,https://www.linkedin.com/in/denys-herasymuk-a26427159/details/featured/edit/media/,2,0,link
1099,2406,7/29/2023,14:47:56,file:///home/denys_herasymuk/Downloads/Denys_Herasymuk_Resume_July_2023.pdf,2,0,link
1100,2405,7/29/2023,14:47:50,https://www.linkedin.com/in/denys-herasymuk-a26427159/details/featured/,4,0,link
1101,2402,7/29/2023,14:37:35,https://www.linkedin.com/in/denys-herasymuk-a26427159/,11,1,link
1102,2402,7/29/2023,14:37:34,https://www.linkedin.com/in/denys-herasymuk-a26427159/,11,1,typed
1103,2414,7/28/2023,19:42:07,https://www.google.com/search?q=kafka+icon&tbm=isch&source=lnms&sa=X&sqi=2&ved=2ahUKEwjksPX867GAAxXLAxAIHeO4CeAQ0pQJegQIDBAB&biw=1848&bih=980&dpr=1#imgrc=Ih9TkZwOxwgriM&imgdii=KY1Eig1Qa-cKsM,1,0,link
1104,2413,7/28/2023,19:41:30,https://www.google.com/search?q=kafka+icon&tbm=isch&source=lnms&sa=X&sqi=2&ved=2ahUKEwjksPX867GAAxXLAxAIHeO4CeAQ0pQJegQIDBAB&biw=1848&bih=980&dpr=1#imgrc=KY1Eig1Qa-cKsM&imgdii=Ih9TkZwOxwgriM,1,0,link
1105,2412,7/28/2023,19:41:17,https://www.google.com/search?q=kafka+icon&tbm=isch&source=lnms&sa=X&sqi=2&ved=2ahUKEwjksPX867GAAxXLAxAIHeO4CeAQ0pQJegQIDBAB&biw=1848&bih=980&dpr=1#imgrc=KY1Eig1Qa-cKsM,1,0,link
1106,2411,7/28/2023,19:41:15,https://www.google.com/search?q=kafka+icon&tbm=isch&source=lnms&sa=X&sqi=2&ved=2ahUKEwjksPX867GAAxXLAxAIHeO4CeAQ0pQJegQIDBAB&biw=1848&bih=980&dpr=1,2,0,link
1107,2411,7/28/2023,19:41:14,https://www.google.com/search?q=kafka+icon&tbm=isch&source=lnms&sa=X&sqi=2&ved=2ahUKEwjksPX867GAAxXLAxAIHeO4CeAQ0pQJegQIDBAB&biw=1848&bih=980&dpr=1,2,0,link
1108,2410,7/28/2023,19:41:13,https://www.google.com/search?q=kafka+icon&oq=kafka+icon&gs_lcrp=EgZjaHJvbWUqBggAEEUYOzIGCAAQRRg7MgcIARAAGIAEMgcIAhAAGIAEMgcIAxAAGIAEMggIBBAAGBYYHjIICAUQABgWGB4yCAgGEAAYFhgeMggIBxAAGBYYHjIICAgQABgWGB4yCAgJEAAYFhge0gEIMTQwMGowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,2,0,link
1109,2410,7/28/2023,19:41:12,https://www.google.com/search?q=kafka+icon&oq=kafka+icon&gs_lcrp=EgZjaHJvbWUqBggAEEUYOzIGCAAQRRg7MgcIARAAGIAEMgcIAhAAGIAEMgcIAxAAGIAEMggIBBAAGBYYHjIICAUQABgWGB4yCAgGEAAYFhgeMggIBxAAGBYYHjIICAgQABgWGB4yCAgJEAAYFhge0gEIMTQwMGowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,2,0,generated
1110,2363,7/28/2023,19:40:22,https://app.diagrams.net/,11,2,typed
1111,2402,7/28/2023,19:19:40,https://www.linkedin.com/in/denys-herasymuk-a26427159/,11,1,reload
1112,2409,7/28/2023,19:19:29,https://www.linkedin.com/in/denys-herasymuk-a26427159/overlay/1635534616356/single-media-viewer/?profileId=ACoAACX41v4BtQrh8andWWzfx8bUo9v5sCUtbYI,2,0,link
1113,2402,7/28/2023,18:48:32,https://www.linkedin.com/in/denys-herasymuk-a26427159/,11,1,reload
1114,2409,7/28/2023,18:48:14,https://www.linkedin.com/in/denys-herasymuk-a26427159/overlay/1635534616356/single-media-viewer/?profileId=ACoAACX41v4BtQrh8andWWzfx8bUo9v5sCUtbYI,2,0,link
1115,2402,7/28/2023,18:48:07,https://www.linkedin.com/in/denys-herasymuk-a26427159/,11,1,reload
1116,2408,7/28/2023,18:47:57,https://www.linkedin.com/in/mrtarsa/,1,0,link
1117,2402,7/28/2023,18:47:49,https://www.linkedin.com/in/denys-herasymuk-a26427159/,11,1,reload
1118,2402,7/28/2023,18:46:09,https://www.linkedin.com/in/denys-herasymuk-a26427159/,11,1,link
1119,2405,7/28/2023,18:46:03,https://www.linkedin.com/in/denys-herasymuk-a26427159/details/featured/,4,0,link
1120,2407,7/28/2023,18:45:40,https://www.linkedin.com/in/denys-herasymuk-a26427159/details/featured/edit/media/,2,0,link
1121,2406,7/28/2023,18:45:25,file:///home/denys_herasymuk/Downloads/Denys_Herasymuk_Resume_July_2023.pdf,2,0,link
1122,2405,7/28/2023,18:45:14,https://www.linkedin.com/in/denys-herasymuk-a26427159/details/featured/,4,0,link
1123,2402,7/28/2023,18:39:32,https://www.linkedin.com/in/denys-herasymuk-a26427159/,11,1,link
1124,2404,7/28/2023,18:39:17,https://www.linkedin.com/in/denys-herasymuk-a26427159/edit/forms/summary/new/?profileFormEntryPoint=PROFILE_SECTION,2,0,link
1125,2402,7/28/2023,18:38:31,https://www.linkedin.com/in/denys-herasymuk-a26427159/,11,1,link
1126,2404,7/28/2023,18:37:56,https://www.linkedin.com/in/denys-herasymuk-a26427159/edit/forms/summary/new/?profileFormEntryPoint=PROFILE_SECTION,2,0,link
1127,2402,7/28/2023,18:36:56,https://www.linkedin.com/in/denys-herasymuk-a26427159/,11,1,link
1128,2403,7/28/2023,18:36:49,https://www.linkedin.com/in/denys-herasymuk-a26427159/edit/forms/intro/new/?profileFormEntryPoint=PROFILE_SECTION,1,0,link
1129,2402,7/28/2023,18:36:42,https://www.linkedin.com/in/denys-herasymuk-a26427159/,11,1,link
1130,2401,7/28/2023,18:36:29,https://www.linkedin.com/feed/?trk=guest_homepage-basic_nav-header-signin,1,0,form_submit
1131,2400,7/28/2023,18:36:26,https://accounts.google.com/gsi/select?client_id=990339570472-k6nqn1tpmitg8pui82bfaun3jrpmiuhs.apps.googleusercontent.com&auto_select=true&ux_mode=popup&ui_mode=card&context=signin&as=c7WmFmGFesNmrV11i1Nung&channel_id=c6f1893e7245638b043519737da2b9fd2fceb1d66ed69877b5da4433b4a0cbb0&origin=https://www.linkedin.com&authuser=0,1,0,link
1132,2396,7/28/2023,18:36:20,https://accounts.google.com/v3/signin/challenge/pwd?TL=AJvNCbZEwrslC-ZlF0SqSb7fPfO-VxRodN5t0WN_gchqbSwpYOLNSCkYRQQUBR2m&checkConnection=youtube%3A100%3A0&checkedDomains=youtube&cid=1&continue=https%3A%2F%2Faccounts.google.com%2Fgsi%2Fselect%3Fclient_id%3D990339570472-k6nqn1tpmitg8pui82bfaun3jrpmiuhs.apps.googleusercontent.com%26auto_select%3Dtrue%26ux_mode%3Dpopup%26ui_mode%3Dcard%26context%3Dsignin%26as%3Dc7WmFmGFesNmrV11i1Nung%26channel_id%3Dc6f1893e7245638b043519737da2b9fd2fceb1d66ed69877b5da4433b4a0cbb0%26origin%3Dhttps%3A%2F%2Fwww.linkedin.com&dsh=S-1156804779%3A1690558576393948&faa=1&flowEntry=ServiceLogin&flowName=GlifWebSignIn&ifkv=AeDOFXgTeqE3tZnjncHbsLV8r6nBfeuZQ79tvsclhTclk0LdKRCnc8fNICvizXE6Gq0A7lwTix68EQ&pstMsg=1,1,0,link
1133,2395,7/28/2023,18:36:16,https://accounts.google.com/v3/signin/identifier?dsh=S-1156804779%3A1690558576393948&continue=https%3A%2F%2Faccounts.google.com%2Fgsi%2Fselect%3Fclient_id%3D990339570472-k6nqn1tpmitg8pui82bfaun3jrpmiuhs.apps.googleusercontent.com%26auto_select%3Dtrue%26ux_mode%3Dpopup%26ui_mode%3Dcard%26context%3Dsignin%26as%3Dc7WmFmGFesNmrV11i1Nung%26channel_id%3Dc6f1893e7245638b043519737da2b9fd2fceb1d66ed69877b5da4433b4a0cbb0%26origin%3Dhttps%3A%2F%2Fwww.linkedin.com&faa=1&ifkv=AeDOFXgTeqE3tZnjncHbsLV8r6nBfeuZQ79tvsclhTclk0LdKRCnc8fNICvizXE6Gq0A7lwTix68EQ&flowName=GlifWebSignIn&flowEntry=ServiceLogin,2,0,link
1134,2395,7/28/2023,18:36:16,https://accounts.google.com/v3/signin/identifier?dsh=S-1156804779%3A1690558576393948&continue=https%3A%2F%2Faccounts.google.com%2Fgsi%2Fselect%3Fclient_id%3D990339570472-k6nqn1tpmitg8pui82bfaun3jrpmiuhs.apps.googleusercontent.com%26auto_select%3Dtrue%26ux_mode%3Dpopup%26ui_mode%3Dcard%26context%3Dsignin%26as%3Dc7WmFmGFesNmrV11i1Nung%26channel_id%3Dc6f1893e7245638b043519737da2b9fd2fceb1d66ed69877b5da4433b4a0cbb0%26origin%3Dhttps%3A%2F%2Fwww.linkedin.com&faa=1&ifkv=AeDOFXgTeqE3tZnjncHbsLV8r6nBfeuZQ79tvsclhTclk0LdKRCnc8fNICvizXE6Gq0A7lwTix68EQ&flowName=GlifWebSignIn&flowEntry=ServiceLogin,2,0,link
